,state,date,price
218,Iowa,2021-05-01,1158.769440313109
219,Kansas,2021-05-01,841.1663950427422
220,Kentucky,2021-05-01,1001.3674664216983
221,Louisiana,2021-05-01,1305.981680050301
222,Maryland,2021-05-01,1650.7161507636479
223,Massachusetts,2021-05-01,1733.8029574512218
224,Michigan,2021-05-01,1305.7138581406477
225,Minnesota,2021-05-01,1569.9005230006146
226,Mississippi,2021-05-01,1277.2946548787672
227,Missouri,2021-05-01,1201.2328689892022
228,Nebraska,2021-05-01,1260.852353055315
229,Nevada,2021-05-01,1474.7635657965172
230,New Mexico,2021-05-01,1243.266905523897
231,New York,2021-05-01,1502.6693122446582
232,North Carolina,2021-05-01,1387.4022877381171
233,Ohio,2021-05-01,1063.2569100528817
234,Oklahoma,2021-05-01,1152.244335191977
235,Oregon,2021-05-01,1678.8849658269176
236,Pennsylvania,2021-05-01,1263.5246197590802
237,Rhode Island,2021-05-01,1631.1842677235516
238,South Carolina,2021-05-01,1369.899036777661
239,Tennessee,2021-05-01,1416.3109760835623
240,Texas,2021-05-01,1455.5583967098723
241,United States,2021-05-01,1758.0430138228812
242,Utah,2021-05-01,1376.2746161880461
243,Virginia,2021-05-01,1369.4945591078101
244,Washington,2021-05-01,1671.9535901628205
245,Wisconsin,2021-05-01,1297.8805710164006
246,Alabama,2021-06-01,1115.9399753008215
247,Arizona,2021-06-01,1426.6876195161183
248,Arkansas,2021-06-01,932.0105311124
249,California,2021-06-01,2348.2121317414253
250,Colorado,2021-06-01,1721.2921427951435
251,Connecticut,2021-06-01,1730.1070923097632
252,District of Columbia,2021-06-01,2068.8246710513918
253,Florida,2021-06-01,1790.7584379690309
254,Georgia,2021-06-01,1401.115293807779
255,Hawaii,2021-06-01,2117.076797203663
256,Idaho,2021-06-01,1405.4336722829364
257,Illinois,2021-06-01,1698.930123528077
258,Indiana,2021-06-01,1297.1773208712214
259,Iowa,2021-06-01,1173.7856863068853
260,Kansas,2021-06-01,841.229096790042
261,Kentucky,2021-06-01,1014.4808525207968
262,Louisiana,2021-06-01,1305.3137908144286
263,Maryland,2021-06-01,1663.904441443512
264,Massachusetts,2021-06-01,1738.6095240596235
265,Michigan,2021-06-01,1320.1251380858037
266,Minnesota,2021-06-01,1570.764285735736
267,Mississippi,2021-06-01,1281.824662711841
268,Missouri,2021-06-01,1205.866766291669
269,Nebraska,2021-06-01,1269.1939059712706
270,Nevada,2021-06-01,1475.550126823861
271,New Mexico,2021-06-01,1240.9772660486583
272,New York,2021-06-01,1519.3005080895257
273,North Carolina,2021-06-01,1388.4733376358133
274,Ohio,2021-06-01,1071.6043711702732
275,Oklahoma,2021-06-01,1157.242058229189
276,Oregon,2021-06-01,1684.0125947732297
277,Pennsylvania,2021-06-01,1277.4553492030834
278,Rhode Island,2021-06-01,1626.8892711862966
279,South Carolina,2021-06-01,1367.3643458519782
280,Tennessee,2021-06-01,1422.2575414893063
281,Texas,2021-06-01,1454.2048619946809
282,United States,2021-06-01,1759.928014532841
283,Utah,2021-06-01,1390.0161640140136
284,Virginia,2021-06-01,1375.5330418750925
285,Washington,2021-06-01,1684.0811662437434
286,Wisconsin,2021-06-01,1300.59142451479
287,Alabama,2021-07-01,1116.43948505628
288,Arizona,2021-07-01,1425.4411805957009
289,Arkansas,2021-07-01,942.5893981237775
290,California,2021-07-01,2362.8831093217273
291,Colorado,2021-07-01,1730.923839157729
292,Connecticut,2021-07-01,1716.0686992241604
293,District of Columbia,2021-07-01,2079.6338982422194
294,Florida,2021-07-01,1788.4626471708243
295,Georgia,2021-07-01,1414.2242118332597
296,Hawaii,2021-07-01,2118.1978982959313
297,Idaho,2021-07-01,1411.6620005830962
298,Illinois,2021-07-01,1706.0857734305296
299,Indiana,2021-07-01,1313.4770796029031
300,Iowa,2021-07-01,1173.6694980176337
301,Kansas,2021-07-01,863.1939583699476
302,Kentucky,2021-07-01,1028.884835299248
303,Louisiana,2021-07-01,1321.3658609095385
304,Maryland,2021-07-01,1667.0113126029153
305,Massachusetts,2021-07-01,1745.6956226178904
306,Michigan,2021-07-01,1323.7126596622659
307,Minnesota,2021-07-01,1573.8775348123556
308,Mississippi,2021-07-01,1280.3084971194603
309,Missouri,2021-07-01,1206.3807018878385
310,Nebraska,2021-07-01,1285.836214171978
311,Nevada,2021-07-01,1481.333947954971
312,New Mexico,2021-07-01,1252.8518191063986
313,New York,2021-07-01,1522.9069211257167
314,North Carolina,2021-07-01,1392.4367840579482
315,Ohio,2021-07-01,1078.4800366179984
316,Oklahoma,2021-07-01,1162.6300673237604
317,Oregon,2021-07-01,1698.7737891516624
318,Pennsylvania,2021-07-01,1267.5720720702377
319,Rhode Island,2021-07-01,1634.8123888213145
320,South Carolina,2021-07-01,1372.3977922816846
321,Tennessee,2021-07-01,1429.969846088835
322,Texas,2021-07-01,1462.383538218606
323,United States,2021-07-01,1767.3077272623427
324,Utah,2021-07-01,1408.523783180241
325,Virginia,2021-07-01,1379.1671077725875
326,Washington,2021-07-01,1690.3471459563357
327,Wisconsin,2021-07-01,1304.16421762671
328,Alabama,2021-08-01,1121.104567324739
329,Arizona,2021-08-01,1432.3661841206642
330,Arkansas,2021-08-01,949.9121630691949
331,California,2021-08-01,2366.691050419206
332,Colorado,2021-08-01,1736.96738990014
333,Connecticut,2021-08-01,1725.2203543947287
