,date,price,city,state
1149,2014-10-01,645.0,Youngstown,Ohio
1150,2014-11-01,774.0,Akron,Ohio
1151,2014-11-01,1127.0,Albany,New York
1152,2014-11-01,994.0,Albuquerque,New Mexico
1153,2014-11-01,1147.0,Allentown,Pennsylvania
1154,2014-11-01,2016.0,Anaheim,California
1155,2014-11-01,1169.0,Atlanta,Georgia
1156,2014-11-01,952.0,Augusta,Georgia
1157,2014-11-01,1302.0,Austin,Texas
1158,2014-11-01,1074.0,Bakersfield,California
1159,2014-11-01,1533.0,Baltimore,Maryland
1160,2014-11-01,1084.0,Baton Rouge,Louisiana
1161,2014-11-01,933.0,Birmingham,Alabama
1162,2014-11-01,924.0,Boise City,Idaho
1163,2014-11-01,2028.0,Boston,Massachusetts
1164,2014-11-01,1680.0,Boulder,Colorado
1165,2014-11-01,1703.0,Bradenton,Florida
1166,2014-11-01,893.0,Buffalo,New York
1167,2014-11-01,1269.0,Charleston,South Carolina
1168,2014-11-01,1164.0,Charlotte,North Carolina
1169,2014-11-01,1016.0,Chattanooga,Tennessee
1170,2014-11-01,1506.0,Chicago,Illinois
1171,2014-11-01,1004.0,Cincinnati,Ohio
1172,2014-11-01,976.0,Cleveland,Ohio
1173,2014-11-01,1103.0,Colorado Springs,Colorado
1174,2014-11-01,976.0,Columbia,South Carolina
1175,2014-11-01,1056.0,Columbus,Ohio
1176,2014-11-01,1254.0,Dallas,Texas
1177,2014-11-01,829.0,Dayton,Ohio
1178,2014-11-01,1063.0,Daytona Beach,Florida
1179,2014-11-01,1390.0,Denver,Colorado
1180,2014-11-01,1037.0,Des Moines,Iowa
1181,2014-11-01,1074.0,Detroit,Michigan
1182,2014-11-01,1148.0,Durham,North Carolina
1183,2014-11-01,1039.0,El Paso,Texas
1184,2014-11-01,1270.0,Fort Collins,Colorado
1185,2014-11-01,1632.0,Fort Lauderdale,Florida
1186,2014-11-01,1412.0,Fort Myers,Florida
1187,2014-11-01,1254.0,Fort Worth,Texas
1188,2014-11-01,1157.0,Fresno,California
1189,2014-11-01,978.0,Gainesville,Georgia
1190,2014-11-01,888.0,Grand Rapids,Michigan
1191,2014-11-01,1235.0,Greeley,Colorado
1192,2014-11-01,1002.0,Greensboro,North Carolina
1193,2014-11-01,1047.0,Greenville,South Carolina
1194,2014-11-01,945.0,Harrisburg,Pennsylvania
1195,2014-11-01,1200.0,Hartford,Connecticut
1196,2014-11-01,1897.0,Honolulu,Hawaii
1197,2014-11-01,1357.0,Houston,Texas
1198,2014-11-01,1012.0,Indianapolis,Indiana
1199,2014-11-01,1161.0,Jackson,Mississippi
1200,2014-11-01,1101.0,Jacksonville,Florida
1201,2014-11-01,811.0,Jefferson County,Kentucky
1202,2014-11-01,962.0,Kansas City,Missouri
1203,2014-11-01,1055.0,Knoxville,Tennessee
1204,2014-11-01,1068.0,Lakeland,Florida
1205,2014-11-01,1065.0,Las Vegas,Nevada
1206,2014-11-01,807.0,Little Rock,Arkansas
1207,2014-11-01,2016.0,Long Beach,California
1208,2014-11-01,2016.0,Los Angeles,California
1209,2014-11-01,811.0,Louisville,Kentucky
1210,2014-11-01,1146.0,Madison,Wisconsin
1211,2014-11-01,1048.0,Melbourne,Florida
1212,2014-11-01,1059.0,Memphis,Tennessee
1213,2014-11-01,1632.0,Miami,Florida
1214,2014-11-01,1069.0,Milwaukee,Wisconsin
1215,2014-11-01,1242.0,Minneapolis,Minnesota
1216,2014-11-01,1259.0,Nashville,Tennessee
1217,2014-11-01,1225.0,New Haven,Connecticut
1218,2014-11-01,1275.0,New Orleans,Louisiana
1219,2014-11-01,2455.0,New York,New York
1220,2014-11-01,1703.0,North Port,Florida
1221,2014-11-01,994.0,Ogden,Utah
1222,2014-11-01,991.0,Oklahoma City,Oklahoma
1223,2014-11-01,987.0,Omaha,Nebraska
1224,2014-11-01,1233.0,Orlando,Florida
1225,2014-11-01,1375.0,Philadelphia,Pennsylvania
1226,2014-11-01,1045.0,Phoenix,Arizona
1227,2014-11-01,1048.0,Pittsburgh,Pennsylvania
1228,2014-11-01,1226.0,Port St. Lucie,Florida
1229,2014-11-01,1272.0,Portland,Oregon
1230,2014-11-01,1186.0,Providence,Rhode Island
1231,2014-11-01,1050.0,Provo,Utah
1232,2014-11-01,1248.0,Raleigh,North Carolina
1233,2014-11-01,1084.0,Richmond,Virginia
1234,2014-11-01,1564.0,Riverside,California
1235,2014-11-01,943.0,Rochester,New York
1236,2014-11-01,1304.0,Sacramento,California
1237,2014-11-01,995.0,Salem,North Carolina
1238,2014-11-01,1110.0,Salt Lake City,Utah
1239,2014-11-01,1106.0,San Antonio,Texas
1240,2014-11-01,1784.0,San Diego,California
1241,2014-11-01,2564.0,San Francisco,California
1242,2014-11-01,2521.0,San Jose,California
1243,2014-11-01,1703.0,Sarasota,Florida
1244,2014-11-01,763.0,Scranton,Pennsylvania
1245,2014-11-01,1473.0,Seattle,Washington
1246,2014-11-01,913.0,Spokane,Washington
1247,2014-11-01,1120.0,Springfield,Massachusetts
1248,2014-11-01,975.0,St. Louis,Missouri
1249,2014-11-01,1242.0,St. Paul,Minnesota
1250,2014-11-01,1855.0,Stamford,Connecticut
1251,2014-11-01,1446.0,Stockton,California
1252,2014-11-01,990.0,Syracuse,New York
1253,2014-11-01,1173.0,Tampa,Florida
1254,2014-11-01,754.0,Toledo,Ohio
1255,2014-11-01,928.0,Tucson,Arizona
1256,2014-11-01,1034.0,Tulsa,Oklahoma
1257,2014-11-01,1431.0,United States,United States
1258,2014-11-01,2165.0,Ventura,California
1259,2014-11-01,1202.0,Virginia Beach,Virginia
1260,2014-11-01,1895.0,Washington,District of Columbia
1261,2014-11-01,783.0,Wichita,Kansas
1262,2014-11-01,995.0,Winston,North Carolina
1263,2014-11-01,1076.0,Worcester,Massachusetts
1264,2014-11-01,647.0,Youngstown,Ohio
1265,2014-12-01,778.0,Akron,Ohio
1266,2014-12-01,1136.0,Albany,New York
1267,2014-12-01,991.0,Albuquerque,New Mexico
1268,2014-12-01,1138.0,Allentown,Pennsylvania
1269,2014-12-01,2020.0,Anaheim,California
1270,2014-12-01,1169.0,Atlanta,Georgia
1271,2014-12-01,952.0,Augusta,Georgia
1272,2014-12-01,1305.0,Austin,Texas
1273,2014-12-01,1085.0,Bakersfield,California
1274,2014-12-01,1529.0,Baltimore,Maryland
1275,2014-12-01,1075.0,Baton Rouge,Louisiana
1276,2014-12-01,936.0,Birmingham,Alabama
1277,2014-12-01,906.0,Boise City,Idaho
1278,2014-12-01,2023.0,Boston,Massachusetts
1279,2014-12-01,1671.0,Boulder,Colorado
1280,2014-12-01,1719.0,Bradenton,Florida
1281,2014-12-01,914.0,Buffalo,New York
1282,2014-12-01,1257.0,Charleston,South Carolina
1283,2014-12-01,1170.0,Charlotte,North Carolina
1284,2014-12-01,994.0,Chattanooga,Tennessee
1285,2014-12-01,1504.0,Chicago,Illinois
1286,2014-12-01,1013.0,Cincinnati,Ohio
1287,2014-12-01,975.0,Cleveland,Ohio
1288,2014-12-01,1112.0,Colorado Springs,Colorado
1289,2014-12-01,978.0,Columbia,South Carolina
1290,2014-12-01,1049.0,Columbus,Ohio
1291,2014-12-01,1261.0,Dallas,Texas
1292,2014-12-01,829.0,Dayton,Ohio
1293,2014-12-01,1065.0,Daytona Beach,Florida
1294,2014-12-01,1392.0,Denver,Colorado
1295,2014-12-01,1045.0,Des Moines,Iowa
1296,2014-12-01,1069.0,Detroit,Michigan
1297,2014-12-01,1140.0,Durham,North Carolina
1298,2014-12-01,1040.0,El Paso,Texas
1299,2014-12-01,1293.0,Fort Collins,Colorado
1300,2014-12-01,1638.0,Fort Lauderdale,Florida
1301,2014-12-01,1432.0,Fort Myers,Florida
1302,2014-12-01,1261.0,Fort Worth,Texas
1303,2014-12-01,1158.0,Fresno,California
1304,2014-12-01,977.0,Gainesville,Georgia
1305,2014-12-01,887.0,Grand Rapids,Michigan
1306,2014-12-01,1263.0,Greeley,Colorado
1307,2014-12-01,1006.0,Greensboro,North Carolina
1308,2014-12-01,1047.0,Greenville,South Carolina
1309,2014-12-01,924.0,Harrisburg,Pennsylvania
1310,2014-12-01,1186.0,Hartford,Connecticut
1311,2014-12-01,1933.0,Honolulu,Hawaii
1312,2014-12-01,1359.0,Houston,Texas
1313,2014-12-01,1004.0,Indianapolis,Indiana
1314,2014-12-01,1140.0,Jackson,Mississippi
1315,2014-12-01,1102.0,Jacksonville,Florida
1316,2014-12-01,810.0,Jefferson County,Kentucky
1317,2014-12-01,962.0,Kansas City,Missouri
1318,2014-12-01,1065.0,Knoxville,Tennessee
1319,2014-12-01,1074.0,Lakeland,Florida
1320,2014-12-01,1065.0,Las Vegas,Nevada
1321,2014-12-01,803.0,Little Rock,Arkansas
1322,2014-12-01,2020.0,Long Beach,California
1323,2014-12-01,2020.0,Los Angeles,California
1324,2014-12-01,810.0,Louisville,Kentucky
1325,2014-12-01,1134.0,Madison,Wisconsin
1326,2014-12-01,1061.0,Melbourne,Florida
1327,2014-12-01,1063.0,Memphis,Tennessee
1328,2014-12-01,1638.0,Miami,Florida
1329,2014-12-01,1060.0,Milwaukee,Wisconsin
1330,2014-12-01,1235.0,Minneapolis,Minnesota
1331,2014-12-01,1261.0,Nashville,Tennessee
1332,2014-12-01,1225.0,New Haven,Connecticut
1333,2014-12-01,1279.0,New Orleans,Louisiana
1334,2014-12-01,2452.0,New York,New York
1335,2014-12-01,1719.0,North Port,Florida
1336,2014-12-01,990.0,Ogden,Utah
1337,2014-12-01,989.0,Oklahoma City,Oklahoma
1338,2014-12-01,990.0,Omaha,Nebraska
1339,2014-12-01,1233.0,Orlando,Florida
1340,2014-12-01,1362.0,Philadelphia,Pennsylvania
1341,2014-12-01,1045.0,Phoenix,Arizona
1342,2014-12-01,1030.0,Pittsburgh,Pennsylvania
1343,2014-12-01,1234.0,Port St. Lucie,Florida
1344,2014-12-01,1281.0,Portland,Oregon
1345,2014-12-01,1181.0,Providence,Rhode Island
1346,2014-12-01,1064.0,Provo,Utah
1347,2014-12-01,1245.0,Raleigh,North Carolina
1348,2014-12-01,1088.0,Richmond,Virginia
1349,2014-12-01,1566.0,Riverside,California
1350,2014-12-01,961.0,Rochester,New York
1351,2014-12-01,1312.0,Sacramento,California
1352,2014-12-01,1003.0,Salem,North Carolina
1353,2014-12-01,1086.0,Salt Lake City,Utah
1354,2014-12-01,1094.0,San Antonio,Texas
1355,2014-12-01,1784.0,San Diego,California
1356,2014-12-01,2590.0,San Francisco,California
1357,2014-12-01,2541.0,San Jose,California
1358,2014-12-01,1719.0,Sarasota,Florida
1359,2014-12-01,759.0,Scranton,Pennsylvania
1360,2014-12-01,1473.0,Seattle,Washington
1361,2014-12-01,912.0,Spokane,Washington
1362,2014-12-01,1137.0,Springfield,Massachusetts
1363,2014-12-01,971.0,St. Louis,Missouri
1364,2014-12-01,1235.0,St. Paul,Minnesota
1365,2014-12-01,1889.0,Stamford,Connecticut
1366,2014-12-01,1431.0,Stockton,California
1367,2014-12-01,938.0,Syracuse,New York
1368,2014-12-01,1176.0,Tampa,Florida
1369,2014-12-01,756.0,Toledo,Ohio
1370,2014-12-01,925.0,Tucson,Arizona
1371,2014-12-01,1034.0,Tulsa,Oklahoma
1372,2014-12-01,1432.0,United States,United States
1373,2014-12-01,2165.0,Ventura,California
1374,2014-12-01,1204.0,Virginia Beach,Virginia
1375,2014-12-01,1883.0,Washington,District of Columbia
1376,2014-12-01,776.0,Wichita,Kansas
1377,2014-12-01,1003.0,Winston,North Carolina
1378,2014-12-01,1083.0,Worcester,Massachusetts
1379,2014-12-01,636.0,Youngstown,Ohio
1380,2015-01-01,777.0,Akron,Ohio
1381,2015-01-01,1156.0,Albany,New York
1382,2015-01-01,993.0,Albuquerque,New Mexico
1383,2015-01-01,1071.0,Allentown,Pennsylvania
1384,2015-01-01,2033.0,Anaheim,California
1385,2015-01-01,1171.0,Atlanta,Georgia
1386,2015-01-01,951.0,Augusta,Georgia
1387,2015-01-01,1312.0,Austin,Texas
1388,2015-01-01,1077.0,Bakersfield,California
1389,2015-01-01,1528.0,Baltimore,Maryland
1390,2015-01-01,1087.0,Baton Rouge,Louisiana
1391,2015-01-01,939.0,Birmingham,Alabama
1392,2015-01-01,920.0,Boise City,Idaho
1393,2015-01-01,2033.0,Boston,Massachusetts
1394,2015-01-01,1699.0,Boulder,Colorado
1395,2015-01-01,1733.0,Bradenton,Florida
1396,2015-01-01,907.0,Buffalo,New York
1397,2015-01-01,1271.0,Charleston,South Carolina
1398,2015-01-01,1170.0,Charlotte,North Carolina
1399,2015-01-01,992.0,Chattanooga,Tennessee
1400,2015-01-01,1509.0,Chicago,Illinois
1401,2015-01-01,1010.0,Cincinnati,Ohio
1402,2015-01-01,979.0,Cleveland,Ohio
1403,2015-01-01,1113.0,Colorado Springs,Colorado
1404,2015-01-01,968.0,Columbia,South Carolina
1405,2015-01-01,1044.0,Columbus,Ohio
1406,2015-01-01,1261.0,Dallas,Texas
1407,2015-01-01,824.0,Dayton,Ohio
1408,2015-01-01,1075.0,Daytona Beach,Florida
1409,2015-01-01,1401.0,Denver,Colorado
1410,2015-01-01,1039.0,Des Moines,Iowa
1411,2015-01-01,1067.0,Detroit,Michigan
1412,2015-01-01,1152.0,Durham,North Carolina
1413,2015-01-01,1041.0,El Paso,Texas
1414,2015-01-01,1297.0,Fort Collins,Colorado
1415,2015-01-01,1642.0,Fort Lauderdale,Florida
1416,2015-01-01,1423.0,Fort Myers,Florida
1417,2015-01-01,1261.0,Fort Worth,Texas
1418,2015-01-01,1162.0,Fresno,California
1419,2015-01-01,1008.0,Gainesville,Georgia
1420,2015-01-01,890.0,Grand Rapids,Michigan
1421,2015-01-01,1257.0,Greeley,Colorado
1422,2015-01-01,1003.0,Greensboro,North Carolina
1423,2015-01-01,1052.0,Greenville,South Carolina
1424,2015-01-01,953.0,Harrisburg,Pennsylvania
1425,2015-01-01,1195.0,Hartford,Connecticut
1426,2015-01-01,1932.0,Honolulu,Hawaii
1427,2015-01-01,1361.0,Houston,Texas
1428,2015-01-01,1003.0,Indianapolis,Indiana
1429,2015-01-01,1142.0,Jackson,Mississippi
1430,2015-01-01,1103.0,Jacksonville,Florida
1431,2015-01-01,815.0,Jefferson County,Kentucky
1432,2015-01-01,965.0,Kansas City,Missouri
1433,2015-01-01,1057.0,Knoxville,Tennessee
1434,2015-01-01,1075.0,Lakeland,Florida
1435,2015-01-01,1064.0,Las Vegas,Nevada
1436,2015-01-01,808.0,Little Rock,Arkansas
1437,2015-01-01,2033.0,Long Beach,California
1438,2015-01-01,2033.0,Los Angeles,California
1439,2015-01-01,815.0,Louisville,Kentucky
1440,2015-01-01,1145.0,Madison,Wisconsin
1441,2015-01-01,1066.0,Melbourne,Florida
1442,2015-01-01,1067.0,Memphis,Tennessee
1443,2015-01-01,1642.0,Miami,Florida
1444,2015-01-01,1077.0,Milwaukee,Wisconsin
1445,2015-01-01,1240.0,Minneapolis,Minnesota
1446,2015-01-01,1266.0,Nashville,Tennessee
1447,2015-01-01,1217.0,New Haven,Connecticut
1448,2015-01-01,1290.0,New Orleans,Louisiana
1449,2015-01-01,2459.0,New York,New York
1450,2015-01-01,1733.0,North Port,Florida
1451,2015-01-01,985.0,Ogden,Utah
1452,2015-01-01,989.0,Oklahoma City,Oklahoma
1453,2015-01-01,998.0,Omaha,Nebraska
1454,2015-01-01,1236.0,Orlando,Florida
1455,2015-01-01,1377.0,Philadelphia,Pennsylvania
1456,2015-01-01,1049.0,Phoenix,Arizona
1457,2015-01-01,1028.0,Pittsburgh,Pennsylvania
1458,2015-01-01,1256.0,Port St. Lucie,Florida
1459,2015-01-01,1284.0,Portland,Oregon
1460,2015-01-01,1190.0,Providence,Rhode Island
1461,2015-01-01,1075.0,Provo,Utah
1462,2015-01-01,1251.0,Raleigh,North Carolina
1463,2015-01-01,1091.0,Richmond,Virginia
1464,2015-01-01,1572.0,Riverside,California
1465,2015-01-01,963.0,Rochester,New York
1466,2015-01-01,1319.0,Sacramento,California
1467,2015-01-01,1009.0,Salem,North Carolina
1468,2015-01-01,1095.0,Salt Lake City,Utah
1469,2015-01-01,1105.0,San Antonio,Texas
1470,2015-01-01,1803.0,San Diego,California
1471,2015-01-01,2617.0,San Francisco,California
1472,2015-01-01,2573.0,San Jose,California
1473,2015-01-01,1733.0,Sarasota,Florida
1474,2015-01-01,752.0,Scranton,Pennsylvania
1475,2015-01-01,1485.0,Seattle,Washington
1476,2015-01-01,930.0,Spokane,Washington
1477,2015-01-01,1131.0,Springfield,Massachusetts
1478,2015-01-01,975.0,St. Louis,Missouri
1479,2015-01-01,1240.0,St. Paul,Minnesota
1480,2015-01-01,1876.0,Stamford,Connecticut
1481,2015-01-01,1419.0,Stockton,California
1482,2015-01-01,941.0,Syracuse,New York
1483,2015-01-01,1185.0,Tampa,Florida
1484,2015-01-01,769.0,Toledo,Ohio
1485,2015-01-01,927.0,Tucson,Arizona
1486,2015-01-01,1035.0,Tulsa,Oklahoma
1487,2015-01-01,1437.0,United States,United States
1488,2015-01-01,2162.0,Ventura,California
1489,2015-01-01,1203.0,Virginia Beach,Virginia
1490,2015-01-01,1891.0,Washington,District of Columbia
1491,2015-01-01,781.0,Wichita,Kansas
1492,2015-01-01,1009.0,Winston,North Carolina
1493,2015-01-01,1084.0,Worcester,Massachusetts
1494,2015-01-01,636.0,Youngstown,Ohio
1495,2015-02-01,778.0,Akron,Ohio
1496,2015-02-01,1158.0,Albany,New York
1497,2015-02-01,1000.0,Albuquerque,New Mexico
1498,2015-02-01,1120.0,Allentown,Pennsylvania
1499,2015-02-01,2039.0,Anaheim,California
1500,2015-02-01,1178.0,Atlanta,Georgia
1501,2015-02-01,952.0,Augusta,Georgia
1502,2015-02-01,1324.0,Austin,Texas
1503,2015-02-01,1086.0,Bakersfield,California
1504,2015-02-01,1527.0,Baltimore,Maryland
1505,2015-02-01,1093.0,Baton Rouge,Louisiana
1506,2015-02-01,941.0,Birmingham,Alabama
1507,2015-02-01,930.0,Boise City,Idaho
1508,2015-02-01,2057.0,Boston,Massachusetts
1509,2015-02-01,1719.0,Boulder,Colorado
1510,2015-02-01,1739.0,Bradenton,Florida
1511,2015-02-01,904.0,Buffalo,New York
1512,2015-02-01,1284.0,Charleston,South Carolina
1513,2015-02-01,1174.0,Charlotte,North Carolina
1514,2015-02-01,1018.0,Chattanooga,Tennessee
1515,2015-02-01,1515.0,Chicago,Illinois
1516,2015-02-01,1010.0,Cincinnati,Ohio
1517,2015-02-01,991.0,Cleveland,Ohio
1518,2015-02-01,1117.0,Colorado Springs,Colorado
1519,2015-02-01,956.0,Columbia,South Carolina
1520,2015-02-01,1055.0,Columbus,Ohio
1521,2015-02-01,1268.0,Dallas,Texas
1522,2015-02-01,823.0,Dayton,Ohio
1523,2015-02-01,1081.0,Daytona Beach,Florida
1524,2015-02-01,1416.0,Denver,Colorado
1525,2015-02-01,1045.0,Des Moines,Iowa
1526,2015-02-01,1072.0,Detroit,Michigan
1527,2015-02-01,1151.0,Durham,North Carolina
1528,2015-02-01,1046.0,El Paso,Texas
1529,2015-02-01,1318.0,Fort Collins,Colorado
1530,2015-02-01,1654.0,Fort Lauderdale,Florida
1531,2015-02-01,1442.0,Fort Myers,Florida
1532,2015-02-01,1268.0,Fort Worth,Texas
1533,2015-02-01,1163.0,Fresno,California
1534,2015-02-01,1017.0,Gainesville,Georgia
1535,2015-02-01,904.0,Grand Rapids,Michigan
1536,2015-02-01,1260.0,Greeley,Colorado
1537,2015-02-01,1001.0,Greensboro,North Carolina
1538,2015-02-01,1056.0,Greenville,South Carolina
1539,2015-02-01,969.0,Harrisburg,Pennsylvania
1540,2015-02-01,1198.0,Hartford,Connecticut
1541,2015-02-01,1919.0,Honolulu,Hawaii
1542,2015-02-01,1368.0,Houston,Texas
1543,2015-02-01,1015.0,Indianapolis,Indiana
1544,2015-02-01,1144.0,Jackson,Mississippi
1545,2015-02-01,1104.0,Jacksonville,Florida
1546,2015-02-01,830.0,Jefferson County,Kentucky
1547,2015-02-01,972.0,Kansas City,Missouri
1548,2015-02-01,1073.0,Knoxville,Tennessee
1549,2015-02-01,1078.0,Lakeland,Florida
1550,2015-02-01,1071.0,Las Vegas,Nevada
1551,2015-02-01,813.0,Little Rock,Arkansas
1552,2015-02-01,2039.0,Long Beach,California
1553,2015-02-01,2039.0,Los Angeles,California
1554,2015-02-01,830.0,Louisville,Kentucky
1555,2015-02-01,1150.0,Madison,Wisconsin
1556,2015-02-01,1078.0,Melbourne,Florida
1557,2015-02-01,1066.0,Memphis,Tennessee
1558,2015-02-01,1654.0,Miami,Florida
1559,2015-02-01,1071.0,Milwaukee,Wisconsin
1560,2015-02-01,1251.0,Minneapolis,Minnesota
1561,2015-02-01,1275.0,Nashville,Tennessee
1562,2015-02-01,1225.0,New Haven,Connecticut
1563,2015-02-01,1284.0,New Orleans,Louisiana
1564,2015-02-01,2471.0,New York,New York
1565,2015-02-01,1739.0,North Port,Florida
1566,2015-02-01,993.0,Ogden,Utah
1567,2015-02-01,991.0,Oklahoma City,Oklahoma
1568,2015-02-01,1007.0,Omaha,Nebraska
1569,2015-02-01,1245.0,Orlando,Florida
1570,2015-02-01,1378.0,Philadelphia,Pennsylvania
1571,2015-02-01,1063.0,Phoenix,Arizona
1572,2015-02-01,1033.0,Pittsburgh,Pennsylvania
1573,2015-02-01,1261.0,Port St. Lucie,Florida
1574,2015-02-01,1292.0,Portland,Oregon
1575,2015-02-01,1210.0,Providence,Rhode Island
1576,2015-02-01,1068.0,Provo,Utah
1577,2015-02-01,1260.0,Raleigh,North Carolina
1578,2015-02-01,1094.0,Richmond,Virginia
1579,2015-02-01,1582.0,Riverside,California
1580,2015-02-01,973.0,Rochester,New York
1581,2015-02-01,1317.0,Sacramento,California
1582,2015-02-01,1013.0,Salem,North Carolina
1583,2015-02-01,1098.0,Salt Lake City,Utah
1584,2015-02-01,1113.0,San Antonio,Texas
1585,2015-02-01,1829.0,San Diego,California
1586,2015-02-01,2656.0,San Francisco,California
1587,2015-02-01,2584.0,San Jose,California
1588,2015-02-01,1739.0,Sarasota,Florida
1589,2015-02-01,752.0,Scranton,Pennsylvania
1590,2015-02-01,1492.0,Seattle,Washington
1591,2015-02-01,935.0,Spokane,Washington
1592,2015-02-01,1131.0,Springfield,Massachusetts
1593,2015-02-01,981.0,St. Louis,Missouri
1594,2015-02-01,1251.0,St. Paul,Minnesota
1595,2015-02-01,1870.0,Stamford,Connecticut
1596,2015-02-01,1427.0,Stockton,California
1597,2015-02-01,923.0,Syracuse,New York
1598,2015-02-01,1193.0,Tampa,Florida
1599,2015-02-01,772.0,Toledo,Ohio
1600,2015-02-01,930.0,Tucson,Arizona
1601,2015-02-01,1041.0,Tulsa,Oklahoma
1602,2015-02-01,1445.0,United States,United States
1603,2015-02-01,2191.0,Ventura,California
1604,2015-02-01,1206.0,Virginia Beach,Virginia
1605,2015-02-01,1893.0,Washington,District of Columbia
1606,2015-02-01,777.0,Wichita,Kansas
1607,2015-02-01,1013.0,Winston,North Carolina
1608,2015-02-01,1082.0,Worcester,Massachusetts
1609,2015-02-01,635.0,Youngstown,Ohio
1610,2015-03-01,783.0,Akron,Ohio
1611,2015-03-01,1166.0,Albany,New York
1612,2015-03-01,1000.0,Albuquerque,New Mexico
1613,2015-03-01,1116.0,Allentown,Pennsylvania
1614,2015-03-01,2056.0,Anaheim,California
1615,2015-03-01,1187.0,Atlanta,Georgia
1616,2015-03-01,957.0,Augusta,Georgia
1617,2015-03-01,1336.0,Austin,Texas
1618,2015-03-01,1094.0,Bakersfield,California
1619,2015-03-01,1538.0,Baltimore,Maryland
1620,2015-03-01,1098.0,Baton Rouge,Louisiana
1621,2015-03-01,943.0,Birmingham,Alabama
1622,2015-03-01,942.0,Boise City,Idaho
1623,2015-03-01,2080.0,Boston,Massachusetts
1624,2015-03-01,1748.0,Boulder,Colorado
1625,2015-03-01,1756.0,Bradenton,Florida
1626,2015-03-01,927.0,Buffalo,New York
1627,2015-03-01,1297.0,Charleston,South Carolina
1628,2015-03-01,1180.0,Charlotte,North Carolina
1629,2015-03-01,1037.0,Chattanooga,Tennessee
1630,2015-03-01,1505.0,Chicago,Illinois
1631,2015-03-01,1026.0,Cincinnati,Ohio
1632,2015-03-01,999.0,Cleveland,Ohio
1633,2015-03-01,1116.0,Colorado Springs,Colorado
1634,2015-03-01,964.0,Columbia,South Carolina
1635,2015-03-01,1064.0,Columbus,Ohio
1636,2015-03-01,1282.0,Dallas,Texas
1637,2015-03-01,827.0,Dayton,Ohio
1638,2015-03-01,1083.0,Daytona Beach,Florida
1639,2015-03-01,1432.0,Denver,Colorado
1640,2015-03-01,1059.0,Des Moines,Iowa
1641,2015-03-01,1083.0,Detroit,Michigan
1642,2015-03-01,1178.0,Durham,North Carolina
1643,2015-03-01,1047.0,El Paso,Texas
1644,2015-03-01,1333.0,Fort Collins,Colorado
1645,2015-03-01,1655.0,Fort Lauderdale,Florida
1646,2015-03-01,1478.0,Fort Myers,Florida
1647,2015-03-01,1282.0,Fort Worth,Texas
1648,2015-03-01,1170.0,Fresno,California
1649,2015-03-01,1025.0,Gainesville,Georgia
1650,2015-03-01,909.0,Grand Rapids,Michigan
1651,2015-03-01,1280.0,Greeley,Colorado
1652,2015-03-01,1008.0,Greensboro,North Carolina
1653,2015-03-01,1059.0,Greenville,South Carolina
1654,2015-03-01,992.0,Harrisburg,Pennsylvania
1655,2015-03-01,1213.0,Hartford,Connecticut
1656,2015-03-01,1926.0,Honolulu,Hawaii
1657,2015-03-01,1378.0,Houston,Texas
1658,2015-03-01,1024.0,Indianapolis,Indiana
1659,2015-03-01,1151.0,Jackson,Mississippi
1660,2015-03-01,1101.0,Jacksonville,Florida
1661,2015-03-01,827.0,Jefferson County,Kentucky
1662,2015-03-01,978.0,Kansas City,Missouri
1663,2015-03-01,1084.0,Knoxville,Tennessee
1664,2015-03-01,1091.0,Lakeland,Florida
1665,2015-03-01,1076.0,Las Vegas,Nevada
1666,2015-03-01,814.0,Little Rock,Arkansas
1667,2015-03-01,2056.0,Long Beach,California
1668,2015-03-01,2056.0,Los Angeles,California
1669,2015-03-01,827.0,Louisville,Kentucky
1670,2015-03-01,1165.0,Madison,Wisconsin
1671,2015-03-01,1083.0,Melbourne,Florida
1672,2015-03-01,1064.0,Memphis,Tennessee
1673,2015-03-01,1655.0,Miami,Florida
1674,2015-03-01,1079.0,Milwaukee,Wisconsin
1675,2015-03-01,1263.0,Minneapolis,Minnesota
1676,2015-03-01,1292.0,Nashville,Tennessee
1677,2015-03-01,1237.0,New Haven,Connecticut
1678,2015-03-01,1292.0,New Orleans,Louisiana
1679,2015-03-01,2491.0,New York,New York
1680,2015-03-01,1756.0,North Port,Florida
1681,2015-03-01,998.0,Ogden,Utah
1682,2015-03-01,996.0,Oklahoma City,Oklahoma
1683,2015-03-01,1026.0,Omaha,Nebraska
1684,2015-03-01,1252.0,Orlando,Florida
1685,2015-03-01,1389.0,Philadelphia,Pennsylvania
1686,2015-03-01,1075.0,Phoenix,Arizona
1687,2015-03-01,1037.0,Pittsburgh,Pennsylvania
1688,2015-03-01,1261.0,Port St. Lucie,Florida
1689,2015-03-01,1309.0,Portland,Oregon
1690,2015-03-01,1236.0,Providence,Rhode Island
1691,2015-03-01,1085.0,Provo,Utah
1692,2015-03-01,1269.0,Raleigh,North Carolina
1693,2015-03-01,1103.0,Richmond,Virginia
1694,2015-03-01,1587.0,Riverside,California
1695,2015-03-01,965.0,Rochester,New York
1696,2015-03-01,1330.0,Sacramento,California
1697,2015-03-01,1018.0,Salem,North Carolina
1698,2015-03-01,1105.0,Salt Lake City,Utah
1699,2015-03-01,1123.0,San Antonio,Texas
1700,2015-03-01,1836.0,San Diego,California
