State,City,Walk Score,Transit Score,Bike Score,Population
MT,Billings (the largest city in Montana),35,--,47,"104,170"
MT,Missoula,46,34,60,"66,788"
MT,Great Falls,44,--,47,"58,505"
MT,Bozeman,48,20,62,"37,280"
MT,Butte-Silver Bow,40,17,45,"33,525"
MT,Helena,50,--,44,"28,190"
MT,Kalispell,41,--,48,"19,927"
