,State,City,Population,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,Total_Crime,Violent_Crime_rate,Property_Crime_rate,Crime_rate,Crime_Group,Crime_Rank
0,Alabama,Hoover,85670,114.0,4.0,15.0,27.0,68.0,1922.0,128.0,1694.0,100.0,2.0,2038.0,0.13%,2.24%,2.38%,1,Low
1,Alaska,Anchorage,287731,3581.0,32.0,540.0,621.0,2388.0,12261.0,1692.0,9038.0,1531.0,93.0,15935.0,1.24%,4.26%,5.54%,3,Medium
2,Alaska,Bethel,6544,130.0,1.0,47.0,3.0,79.0,132.0,20.0,84.0,28.0,12.0,274.0,1.99%,2.02%,4.19%,3,Medium
3,Alaska,Bristol Bay Borough,852,2.0,0.0,0.0,0.0,2.0,20.0,5.0,8.0,7.0,0.0,22.0,0.23%,2.35%,2.58%,1,Low
4,Alaska,Cordova,2150,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,7.0,0.00%,0.33%,0.33%,5,Fairly Low
5,Alaska,Craig,1313,7.0,0.0,0.0,0.0,7.0,20.0,5.0,12.0,3.0,0.0,27.0,0.53%,1.52%,2.06%,1,Low
6,Alaska,Dillingham,2405,49.0,1.0,3.0,1.0,44.0,58.0,11.0,37.0,10.0,0.0,107.0,2.04%,2.41%,4.45%,3,Medium
7,Alaska,Fairbanks,31493,247.0,3.0,33.0,52.0,159.0,1353.0,163.0,1006.0,184.0,23.0,1623.0,0.78%,4.30%,5.15%,3,Medium
8,Alaska,Haines,2441,9.0,0.0,0.0,0.0,9.0,13.0,1.0,10.0,2.0,0.0,22.0,0.37%,0.53%,0.90%,5,Fairly Low
9,Alaska,Homer,5913,12.0,0.0,0.0,0.0,12.0,146.0,11.0,118.0,17.0,0.0,158.0,0.20%,2.47%,2.67%,1,Low
10,Alaska,Juneau,31810,289.0,3.0,24.0,45.0,217.0,1292.0,187.0,1012.0,93.0,16.0,1597.0,0.91%,4.06%,5.02%,3,Medium
11,Alaska,Kenai,7862,75.0,2.0,28.0,3.0,42.0,446.0,46.0,353.0,47.0,2.0,523.0,0.95%,5.67%,6.65%,2,Fairly High
12,Alaska,Ketchikan,8316,40.0,0.0,9.0,1.0,30.0,421.0,32.0,368.0,21.0,2.0,463.0,0.48%,5.06%,5.57%,2,Fairly High
13,Alaska,Kodiak,5947,49.0,0.0,14.0,4.0,31.0,190.0,37.0,122.0,31.0,3.0,242.0,0.82%,3.19%,4.07%,3,Medium
14,Alaska,Kotzebue,3272,77.0,0.0,22.0,7.0,48.0,83.0,19.0,47.0,17.0,2.0,162.0,2.35%,2.54%,4.95%,3,Medium
15,Alaska,Nome,3899,107.0,0.0,59.0,1.0,47.0,53.0,14.0,32.0,7.0,0.0,160.0,2.74%,1.36%,4.10%,3,Medium
16,Alaska,North Pole,2111,16.0,0.0,3.0,0.0,13.0,79.0,12.0,63.0,4.0,1.0,96.0,0.76%,3.74%,4.55%,3,Medium
17,Alaska,North Slope Borough,9801,123.0,2.0,6.0,0.0,115.0,72.0,18.0,46.0,8.0,3.0,198.0,1.25%,0.73%,2.02%,1,Low
18,Alaska,Palmer,7490,21.0,1.0,1.0,3.0,16.0,204.0,19.0,158.0,27.0,0.0,225.0,0.28%,2.72%,3.00%,3,Medium
19,Alaska,Petersburg,3181,10.0,0.0,0.0,0.0,10.0,88.0,12.0,74.0,2.0,0.0,98.0,0.31%,2.77%,3.08%,3,Medium
20,Alaska,Seward,2732,9.0,0.0,6.0,0.0,3.0,105.0,14.0,85.0,6.0,0.0,114.0,0.33%,3.84%,4.17%,3,Medium
21,Alaska,Sitka,8512,16.0,0.0,2.0,4.0,10.0,168.0,18.0,139.0,11.0,0.0,184.0,0.19%,1.97%,2.16%,1,Low
22,Alaska,Skagway,1159,1.0,0.0,1.0,0.0,0.0,9.0,0.0,7.0,2.0,0.0,10.0,0.09%,0.78%,0.86%,5,Fairly Low
23,Alaska,Soldotna,4756,13.0,0.0,2.0,1.0,10.0,142.0,9.0,125.0,8.0,0.0,155.0,0.27%,2.99%,3.26%,3,Medium
24,Alaska,Unalaska,4513,7.0,0.0,0.0,1.0,6.0,39.0,2.0,34.0,3.0,0.0,46.0,0.16%,0.86%,1.02%,5,Fairly Low
25,Alaska,Valdez,3816,5.0,0.0,0.0,0.0,5.0,40.0,2.0,34.0,4.0,0.0,45.0,0.13%,1.05%,1.18%,5,Fairly Low
26,Alaska,Wasilla,10915,48.0,1.0,5.0,14.0,28.0,580.0,115.0,425.0,40.0,4.0,632.0,0.44%,5.31%,5.79%,2,Fairly High
27,Alaska,Wrangell,2489,2.0,0.0,2.0,0.0,0.0,11.0,3.0,7.0,1.0,0.0,13.0,0.08%,0.44%,0.52%,5,Fairly Low
28,Arizona,Apache Junction,42531,95.0,2.0,12.0,14.0,67.0,0.0,0.0,453.0,88.0,6.0,101.0,0.22%,0.00%,0.24%,5,Fairly Low
29,Arizona,Avondale,87117,251.0,1.0,21.0,82.0,147.0,3095.0,381.0,2467.0,247.0,16.0,3362.0,0.29%,3.55%,3.86%,3,Medium
30,Arizona,Buckeye,77904,107.0,2.0,26.0,10.0,69.0,1265.0,146.0,1050.0,69.0,1.0,1373.0,0.14%,1.62%,1.76%,1,Low
31,Arizona,Bullhead City,40532,129.0,2.0,23.0,25.0,79.0,1352.0,235.0,981.0,136.0,9.0,1490.0,0.32%,3.34%,3.68%,3,Medium
32,Arizona,Camp Verde,11286,46.0,0.0,3.0,0.0,43.0,265.0,62.0,187.0,16.0,1.0,312.0,0.41%,2.35%,2.76%,1,Low
33,Arizona,Casa Grande,58366,274.0,2.0,27.0,33.0,212.0,1336.0,149.0,1071.0,116.0,11.0,1621.0,0.47%,2.29%,2.78%,1,Low
34,Arizona,Chandler,259881,593.0,4.0,134.0,102.0,353.0,5382.0,547.0,4458.0,377.0,19.0,5994.0,0.23%,2.07%,2.31%,1,Low
35,Arizona,Chino Valley,12162,37.0,0.0,1.0,0.0,36.0,154.0,32.0,107.0,15.0,0.0,191.0,0.30%,1.27%,1.57%,1,Low
36,Arizona,Clarkdale,4434,3.0,0.0,0.0,0.0,3.0,44.0,16.0,26.0,2.0,0.0,47.0,0.07%,0.99%,1.06%,5,Fairly Low
37,Arizona,Coolidge,13138,70.0,2.0,2.0,5.0,61.0,393.0,73.0,290.0,30.0,5.0,468.0,0.53%,2.99%,3.56%,3,Medium
38,Arizona,Cottonwood,12331,45.0,0.0,0.0,5.0,40.0,422.0,37.0,359.0,26.0,2.0,469.0,0.36%,3.42%,3.80%,3,Medium
39,Arizona,Douglas,15786,10.0,0.0,0.0,0.0,10.0,594.0,88.0,486.0,20.0,0.0,604.0,0.06%,3.76%,3.83%,3,Medium
40,Arizona,Eagar,4897,11.0,0.0,3.0,1.0,7.0,21.0,7.0,13.0,1.0,0.0,32.0,0.22%,0.43%,0.65%,5,Fairly Low
41,Arizona,El Mirage,36185,84.0,2.0,22.0,14.0,46.0,982.0,362.0,523.0,97.0,5.0,1071.0,0.23%,2.71%,2.96%,3,Medium
42,Arizona,Flagstaff,75013,367.0,1.0,42.0,43.0,281.0,2371.0,140.0,2169.0,62.0,33.0,2771.0,0.49%,3.16%,3.69%,3,Medium
43,Arizona,Florence,26385,44.0,1.0,5.0,1.0,37.0,74.0,9.0,58.0,7.0,0.0,118.0,0.17%,0.28%,0.45%,5,Fairly Low
44,Arizona,Fredonia,1296,1.0,0.0,0.0,0.0,1.0,13.0,3.0,8.0,2.0,0.0,14.0,0.08%,1.00%,1.08%,5,Fairly Low
45,Arizona,Gilbert,253619,245.0,1.0,48.0,45.0,151.0,3050.0,403.0,2493.0,154.0,11.0,3306.0,0.10%,1.20%,1.30%,5,Fairly Low
46,Arizona,Glendale,253951,863.0,17.0,63.0,233.0,550.0,8083.0,1416.0,5857.0,810.0,0.0,8946.0,0.34%,3.18%,3.52%,3,Medium
47,Arizona,Globe,7323,134.0,0.0,0.0,4.0,130.0,525.0,70.0,424.0,31.0,1.0,660.0,1.83%,7.17%,9.01%,2,Fairly High
48,Arizona,Goodyear,85305,172.0,1.0,33.0,19.0,119.0,2045.0,330.0,1608.0,107.0,0.0,2217.0,0.20%,2.40%,2.60%,1,Low
49,Arizona,Hayden,979,8.0,0.0,0.0,1.0,7.0,35.0,19.0,13.0,3.0,2.0,45.0,0.82%,3.58%,4.60%,3,Medium
50,Arizona,Holbrook,5098,39.0,0.0,1.0,6.0,32.0,324.0,86.0,212.0,26.0,3.0,366.0,0.77%,6.36%,7.18%,2,Fairly High
51,Arizona,Huachuca City,1723,6.0,1.0,4.0,0.0,1.0,20.0,6.0,12.0,2.0,0.0,26.0,0.35%,1.16%,1.51%,1,Low
52,Arizona,Jerome,459,1.0,0.0,0.0,0.0,1.0,19.0,7.0,12.0,0.0,0.0,20.0,0.22%,4.14%,4.36%,3,Medium
53,Arizona,Kearny,2170,1.0,0.0,1.0,0.0,0.0,14.0,7.0,6.0,1.0,1.0,16.0,0.05%,0.65%,0.74%,5,Fairly Low
54,Arizona,Kingman,30600,100.0,0.0,9.0,12.0,79.0,1342.0,208.0,1039.0,95.0,28.0,1470.0,0.33%,4.39%,4.80%,3,Medium
55,Arizona,Lake Havasu City,55413,87.0,1.0,29.0,3.0,54.0,670.0,108.0,519.0,43.0,2.0,759.0,0.16%,1.21%,1.37%,5,Fairly Low
56,Arizona,Mammoth,1669,3.0,0.0,0.0,1.0,2.0,14.0,0.0,12.0,2.0,0.0,17.0,0.18%,0.84%,1.02%,5,Fairly Low
57,Arizona,Marana,48816,35.0,0.0,7.0,9.0,19.0,1132.0,70.0,1020.0,42.0,2.0,1169.0,0.07%,2.32%,2.39%,1,Low
58,Arizona,Maricopa,50881,85.0,1.0,11.0,4.0,69.0,604.0,58.0,491.0,55.0,2.0,691.0,0.17%,1.19%,1.36%,5,Fairly Low
59,Arizona,Mesa,518160,1953.0,11.0,286.0,390.0,1266.0,9683.0,1518.0,7326.0,839.0,27.0,11663.0,0.38%,1.87%,2.25%,1,Low
60,Arizona,Miami,1768,27.0,0.0,0.0,3.0,24.0,31.0,30.0,1.0,0.0,1.0,59.0,1.53%,1.75%,3.34%,1,Low
61,Arizona,Nogales,20112,41.0,0.0,0.0,0.0,41.0,608.0,66.0,409.0,133.0,0.0,649.0,0.20%,3.02%,3.23%,3,Medium
62,Arizona,Oro Valley,45970,22.0,1.0,8.0,3.0,10.0,588.0,49.0,515.0,24.0,0.0,610.0,0.05%,1.28%,1.33%,5,Fairly Low
63,Arizona,Page,7588,126.0,1.0,9.0,9.0,107.0,537.0,53.0,456.0,28.0,0.0,663.0,1.66%,7.08%,8.74%,2,Fairly High
64,Arizona,Paradise Valley,14733,10.0,0.0,5.0,2.0,3.0,161.0,35.0,119.0,7.0,0.0,171.0,0.07%,1.09%,1.16%,5,Fairly Low
65,Arizona,Parker,3219,2.0,0.0,0.0,1.0,1.0,81.0,20.0,56.0,5.0,0.0,83.0,0.06%,2.52%,2.58%,1,Low
66,Arizona,Payson,15760,59.0,0.0,1.0,4.0,54.0,288.0,60.0,208.0,20.0,3.0,350.0,0.37%,1.83%,2.22%,1,Low
67,Arizona,Peoria,174571,407.0,4.0,70.0,83.0,250.0,3273.0,438.0,2592.0,243.0,9.0,3689.0,0.23%,1.87%,2.11%,1,Low
68,Arizona,Phoenix,1688722,11803.0,131.0,1139.0,3197.0,7336.0,55974.0,9471.0,39427.0,7076.0,201.0,67978.0,0.70%,3.31%,4.03%,3,Medium
69,Arizona,Pima,2530,0.0,0.0,0.0,0.0,0.0,36.0,10.0,21.0,5.0,0.0,36.0,0.00%,1.42%,1.42%,1,Low
70,Arizona,Pinetop-Lakeside,4452,21.0,0.0,4.0,1.0,16.0,143.0,32.0,104.0,7.0,0.0,164.0,0.47%,3.21%,3.68%,3,Medium
71,Arizona,Prescott,43781,214.0,1.0,20.0,11.0,182.0,684.0,134.0,518.0,32.0,5.0,903.0,0.49%,1.56%,2.06%,1,Low
72,Arizona,Prescott Valley,46700,93.0,3.0,11.0,6.0,73.0,474.0,51.0,404.0,19.0,2.0,569.0,0.20%,1.01%,1.22%,5,Fairly Low
73,Arizona,Safford,9916,21.0,0.0,0.0,0.0,21.0,363.0,33.0,311.0,19.0,0.0,384.0,0.21%,3.66%,3.87%,3,Medium
74,Arizona,Sahuarita,30928,43.0,1.0,11.0,6.0,25.0,345.0,44.0,272.0,29.0,3.0,391.0,0.14%,1.12%,1.26%,5,Fairly Low
75,Arizona,San Luis,34192,33.0,0.0,0.0,2.0,31.0,420.0,53.0,262.0,105.0,2.0,455.0,0.10%,1.23%,1.33%,5,Fairly Low
76,Arizona,Scottsdale,260464,415.0,3.0,136.0,110.0,166.0,5099.0,662.0,4173.0,264.0,15.0,5529.0,0.16%,1.96%,2.12%,1,Low
77,Arizona,Show Low,11401,59.0,0.0,6.0,2.0,51.0,332.0,38.0,277.0,17.0,0.0,391.0,0.52%,2.91%,3.43%,3,Medium
78,Arizona,Sierra Vista,44310,116.0,2.0,7.0,16.0,91.0,987.0,124.0,800.0,63.0,3.0,1106.0,0.26%,2.23%,2.50%,1,Low
79,Arizona,Snowflake-Taylor,10173,53.0,1.0,0.0,1.0,51.0,151.0,51.0,85.0,15.0,0.0,204.0,0.52%,1.48%,2.01%,1,Low
80,Arizona,Somerton,16771,36.0,6.0,1.0,4.0,25.0,129.0,25.0,80.0,24.0,0.0,165.0,0.21%,0.77%,0.98%,5,Fairly Low
81,Arizona,Springerville,1984,0.0,0.0,0.0,0.0,0.0,11.0,4.0,7.0,0.0,0.0,11.0,0.00%,0.55%,0.55%,5,Fairly Low
82,Arizona,St. Johns,3520,12.0,1.0,4.0,1.0,6.0,59.0,29.0,29.0,1.0,1.0,72.0,0.34%,1.68%,2.05%,1,Low
83,Arizona,Surprise,140962,138.0,4.0,28.0,46.0,60.0,2083.0,217.0,1729.0,137.0,10.0,2231.0,0.10%,1.48%,1.58%,1,Low
84,Arizona,Tempe,196499,889.0,8.0,141.0,209.0,531.0,7420.0,922.0,5891.0,607.0,19.0,8328.0,0.45%,3.78%,4.24%,3,Medium
85,Arizona,Thatcher,5177,3.0,0.0,0.0,0.0,3.0,112.0,12.0,99.0,1.0,0.0,115.0,0.06%,2.16%,2.22%,1,Low
86,Arizona,Tolleson,7399,68.0,0.0,4.0,20.0,44.0,666.0,206.0,390.0,70.0,0.0,734.0,0.92%,9.00%,9.92%,2,Fairly High
87,Arizona,Tucson,548374,3775.0,40.0,527.0,1105.0,2103.0,17943.0,2497.0,13196.0,2250.0,142.0,21860.0,0.69%,3.27%,3.99%,3,Medium
88,Arizona,Wellton,3048,5.0,0.0,1.0,0.0,4.0,31.0,9.0,20.0,2.0,0.0,36.0,0.16%,1.02%,1.18%,5,Fairly Low
89,Arizona,Wickenburg,7054,17.0,0.0,4.0,0.0,13.0,148.0,32.0,93.0,23.0,0.0,165.0,0.24%,2.10%,2.34%,1,Low
90,Arizona,Willcox,3507,7.0,0.0,0.0,0.0,7.0,127.0,29.0,89.0,9.0,1.0,135.0,0.20%,3.62%,3.85%,3,Medium
91,Arizona,Williams,3251,26.0,0.0,0.0,0.0,26.0,66.0,8.0,52.0,6.0,0.0,92.0,0.80%,2.03%,2.83%,1,Low
92,Arizona,Winslow,9393,126.0,0.0,4.0,9.0,113.0,445.0,35.0,380.0,30.0,2.0,573.0,1.34%,4.74%,6.10%,2,Fairly High
93,Arizona,Yuma,98769,376.0,11.0,27.0,29.0,309.0,2302.0,483.0,1586.0,233.0,14.0,2692.0,0.38%,2.33%,2.73%,1,Low
94,Arkansas,Alexander,3315,15.0,0.0,6.0,0.0,9.0,73.0,16.0,54.0,3.0,0.0,88.0,0.45%,2.20%,2.65%,1,Low
95,Arkansas,Alma,5888,35.0,0.0,18.0,2.0,15.0,228.0,36.0,181.0,11.0,0.0,263.0,0.59%,3.87%,4.47%,3,Medium
96,Arkansas,Altus,729,0.0,0.0,0.0,0.0,0.0,22.0,10.0,12.0,0.0,0.0,22.0,0.00%,3.02%,3.02%,3,Medium
97,Arkansas,Amity,675,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,0.15%,0.30%,0.44%,5,Fairly Low
98,Arkansas,Ashdown,4370,13.0,0.0,3.0,0.0,10.0,102.0,22.0,74.0,6.0,0.0,115.0,0.30%,2.33%,2.63%,1,Low
99,Arkansas,Ash Flat,1095,5.0,0.0,0.0,0.0,5.0,40.0,3.0,36.0,1.0,0.0,45.0,0.46%,3.65%,4.11%,3,Medium
100,Arkansas,Atkins,3037,11.0,0.0,6.0,0.0,5.0,76.0,7.0,60.0,9.0,0.0,87.0,0.36%,2.50%,2.86%,1,Low
101,Arkansas,Augusta,1939,12.0,0.0,5.0,0.0,7.0,31.0,4.0,25.0,2.0,0.0,43.0,0.62%,1.60%,2.22%,1,Low
102,Arkansas,Austin,3973,4.0,0.0,0.0,0.0,4.0,21.0,7.0,13.0,1.0,0.0,25.0,0.10%,0.53%,0.63%,5,Fairly Low
103,Arkansas,Bald Knob,2872,23.0,0.0,9.0,2.0,12.0,118.0,23.0,89.0,6.0,1.0,142.0,0.80%,4.11%,4.94%,3,Medium
104,Arkansas,Barling,5010,28.0,0.0,9.0,0.0,19.0,75.0,5.0,66.0,4.0,0.0,103.0,0.56%,1.50%,2.06%,1,Low
105,Arkansas,Batesville,10889,29.0,0.0,5.0,2.0,22.0,262.0,37.0,212.0,13.0,0.0,291.0,0.27%,2.41%,2.67%,1,Low
106,Arkansas,Bay,1805,3.0,0.0,0.0,1.0,2.0,24.0,5.0,17.0,2.0,0.0,27.0,0.17%,1.33%,1.50%,1,Low
107,Arkansas,Bearden,859,1.0,0.0,0.0,0.0,1.0,7.0,1.0,5.0,1.0,0.0,8.0,0.12%,0.81%,0.93%,5,Fairly Low
108,Arkansas,Beebe,8242,23.0,0.0,9.0,0.0,14.0,273.0,38.0,218.0,17.0,0.0,296.0,0.28%,3.31%,3.59%,3,Medium
109,Arkansas,Bella Vista,28931,49.0,0.0,17.0,0.0,32.0,188.0,39.0,144.0,5.0,1.0,238.0,0.17%,0.65%,0.82%,5,Fairly Low
110,Arkansas,Benton,37161,212.0,4.0,18.0,27.0,163.0,1328.0,202.0,1000.0,126.0,6.0,1546.0,0.57%,3.57%,4.16%,3,Medium
111,Arkansas,Bentonville,53434,119.0,1.0,21.0,9.0,88.0,734.0,80.0,623.0,31.0,1.0,854.0,0.22%,1.37%,1.60%,1,Low
112,Arkansas,Berryville,5547,25.0,0.0,11.0,4.0,10.0,193.0,48.0,135.0,10.0,2.0,220.0,0.45%,3.48%,3.97%,3,Medium
113,Arkansas,Bethel Heights,2810,4.0,0.0,4.0,0.0,0.0,18.0,3.0,14.0,1.0,0.0,22.0,0.14%,0.64%,0.78%,5,Fairly Low
114,Arkansas,Blytheville,13468,109.0,10.0,5.0,16.0,78.0,629.0,98.0,528.0,3.0,0.0,738.0,0.81%,4.67%,5.48%,2,Fairly High
115,Arkansas,Bono,2444,6.0,0.0,3.0,0.0,3.0,28.0,6.0,19.0,3.0,0.0,34.0,0.25%,1.15%,1.39%,5,Fairly Low
116,Arkansas,Booneville,3829,17.0,1.0,2.0,0.0,14.0,107.0,34.0,70.0,3.0,0.0,124.0,0.44%,2.79%,3.24%,3,Medium
117,Arkansas,Bradford,732,2.0,0.0,0.0,0.0,2.0,8.0,0.0,7.0,1.0,0.0,10.0,0.27%,1.09%,1.37%,5,Fairly Low
118,Arkansas,Brinkley,2623,29.0,0.0,1.0,1.0,27.0,80.0,25.0,42.0,13.0,2.0,111.0,1.11%,3.05%,4.23%,3,Medium
119,Arkansas,Brookland,3759,7.0,0.0,5.0,0.0,2.0,60.0,9.0,50.0,1.0,1.0,68.0,0.19%,1.60%,1.81%,1,Low
120,Arkansas,Bryant,21214,32.0,1.0,5.0,3.0,23.0,888.0,45.0,783.0,60.0,3.0,923.0,0.15%,4.19%,4.35%,3,Medium
121,Arkansas,Bull Shoals,1971,2.0,0.0,0.0,0.0,2.0,21.0,6.0,14.0,1.0,0.0,23.0,0.10%,1.07%,1.17%,5,Fairly Low
122,Arkansas,Cabot,26875,100.0,0.0,39.0,3.0,58.0,371.0,62.0,256.0,53.0,2.0,473.0,0.37%,1.38%,1.76%,1,Low
123,Arkansas,Caddo Valley,588,1.0,0.0,1.0,0.0,0.0,34.0,2.0,30.0,2.0,0.0,35.0,0.17%,5.78%,5.95%,2,Fairly High
124,Arkansas,Camden,10742,113.0,0.0,8.0,10.0,95.0,373.0,84.0,274.0,15.0,4.0,490.0,1.05%,3.47%,4.56%,3,Medium
125,Arkansas,Cammack Village,720,0.0,0.0,0.0,0.0,0.0,14.0,1.0,12.0,1.0,0.0,14.0,0.00%,1.94%,1.94%,1,Low
126,Arkansas,Carlisle,2184,4.0,0.0,1.0,2.0,1.0,51.0,11.0,39.0,1.0,0.0,55.0,0.18%,2.34%,2.52%,1,Low
127,Arkansas,Cave Springs,5580,3.0,0.0,2.0,0.0,1.0,20.0,3.0,16.0,1.0,0.0,23.0,0.05%,0.36%,0.41%,5,Fairly Low
128,Arkansas,Cedarville,1413,10.0,0.0,2.0,1.0,7.0,19.0,2.0,12.0,5.0,0.0,29.0,0.71%,1.34%,2.05%,1,Low
129,Arkansas,Centerton,16542,53.0,2.0,21.0,1.0,29.0,139.0,35.0,96.0,8.0,0.0,192.0,0.32%,0.84%,1.16%,5,Fairly Low
130,Arkansas,Charleston,2454,7.0,0.0,2.0,0.0,5.0,24.0,8.0,16.0,0.0,0.0,31.0,0.29%,0.98%,1.26%,5,Fairly Low
131,Arkansas,Cherokee Village,4634,10.0,0.0,2.0,0.0,8.0,78.0,31.0,45.0,2.0,0.0,88.0,0.22%,1.68%,1.90%,1,Low
132,Arkansas,Cherry Valley,583,1.0,0.0,0.0,0.0,1.0,8.0,4.0,4.0,0.0,0.0,9.0,0.17%,1.37%,1.54%,1,Low
133,Arkansas,Clarksville,9813,29.0,0.0,15.0,3.0,11.0,240.0,15.0,215.0,10.0,0.0,269.0,0.30%,2.45%,2.74%,1,Low
134,Arkansas,Clinton,2489,8.0,0.0,3.0,1.0,4.0,113.0,22.0,85.0,6.0,0.0,121.0,0.32%,4.54%,4.86%,3,Medium
135,Arkansas,Conway,67336,324.0,2.0,49.0,51.0,222.0,1842.0,177.0,1567.0,98.0,8.0,2174.0,0.48%,2.74%,3.23%,3,Medium
136,Arkansas,Corning,3093,10.0,0.0,2.0,0.0,8.0,41.0,13.0,22.0,6.0,0.0,51.0,0.32%,1.33%,1.65%,1,Low
137,Arkansas,Cotter,940,3.0,0.0,1.0,0.0,2.0,17.0,6.0,10.0,1.0,0.0,20.0,0.32%,1.81%,2.13%,1,Low
138,Arkansas,Crossett,4846,30.0,0.0,3.0,2.0,25.0,187.0,78.0,102.0,7.0,0.0,217.0,0.62%,3.86%,4.48%,3,Medium
139,Arkansas,Damascus,377,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.00%,1.06%,1.06%,5,Fairly Low
140,Arkansas,Dardanelle,4555,28.0,1.0,10.0,1.0,16.0,114.0,35.0,69.0,10.0,0.0,142.0,0.61%,2.50%,3.12%,3,Medium
141,Arkansas,Decatur,1813,17.0,0.0,8.0,0.0,9.0,46.0,9.0,34.0,3.0,0.0,63.0,0.94%,2.54%,3.47%,3,Medium
142,Arkansas,De Queen,6593,33.0,0.0,10.0,0.0,23.0,172.0,64.0,104.0,4.0,0.0,205.0,0.50%,2.61%,3.11%,3,Medium
143,Arkansas,Des Arc,1580,8.0,0.0,0.0,0.0,8.0,20.0,9.0,11.0,0.0,0.0,28.0,0.51%,1.27%,1.77%,1,Low
144,Arkansas,DeWitt,3019,28.0,0.0,6.0,1.0,21.0,84.0,28.0,51.0,5.0,4.0,116.0,0.93%,2.78%,3.84%,3,Medium
145,Arkansas,Diaz,1197,1.0,0.0,0.0,0.0,1.0,14.0,5.0,4.0,5.0,0.0,15.0,0.08%,1.17%,1.25%,5,Fairly Low
146,Arkansas,Dover,1434,8.0,0.0,0.0,0.0,8.0,30.0,4.0,24.0,2.0,1.0,39.0,0.56%,2.09%,2.72%,1,Low
147,Arkansas,Dumas,4084,15.0,1.0,1.0,1.0,12.0,33.0,14.0,18.0,1.0,0.0,48.0,0.37%,0.81%,1.18%,5,Fairly Low
148,Arkansas,Earle,2201,15.0,0.0,1.0,1.0,13.0,46.0,20.0,24.0,2.0,0.0,61.0,0.68%,2.09%,2.77%,1,Low
149,Arkansas,El Dorado,17820,239.0,3.0,16.0,23.0,197.0,996.0,524.0,431.0,41.0,4.0,1239.0,1.34%,5.59%,6.95%,2,Fairly High
150,Arkansas,Elkins,3246,24.0,0.0,9.0,0.0,15.0,27.0,3.0,22.0,2.0,1.0,52.0,0.74%,0.83%,1.60%,5,Fairly Low
151,Arkansas,England,2723,21.0,0.0,4.0,2.0,15.0,87.0,28.0,57.0,2.0,0.0,108.0,0.77%,3.20%,3.97%,3,Medium
152,Arkansas,Etowah,317,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,4.0,0.00%,1.26%,1.26%,5,Fairly Low
153,Arkansas,Eudora,1930,4.0,0.0,1.0,2.0,1.0,32.0,12.0,20.0,0.0,0.0,36.0,0.21%,1.66%,1.87%,1,Low
154,Arkansas,Eureka Springs,2092,22.0,0.0,4.0,3.0,15.0,95.0,28.0,60.0,7.0,0.0,117.0,1.05%,4.54%,5.59%,2,Fairly High
155,Arkansas,Fairfield Bay,2202,10.0,1.0,4.0,0.0,5.0,40.0,9.0,29.0,2.0,2.0,52.0,0.45%,1.82%,2.36%,1,Low
156,Arkansas,Farmington,7387,33.0,0.0,14.0,3.0,16.0,67.0,8.0,53.0,6.0,3.0,103.0,0.45%,0.91%,1.39%,5,Fairly Low
157,Arkansas,Fayetteville,88500,396.0,3.0,56.0,52.0,285.0,3966.0,398.0,3146.0,422.0,2.0,4364.0,0.45%,4.48%,4.93%,3,Medium
158,Arkansas,Flippin,1340,5.0,0.0,2.0,0.0,3.0,61.0,11.0,47.0,3.0,0.0,66.0,0.37%,4.55%,4.93%,3,Medium
159,Arkansas,Fordyce,3745,42.0,0.0,6.0,6.0,30.0,213.0,63.0,138.0,12.0,2.0,257.0,1.12%,5.69%,6.86%,2,Fairly High
160,Arkansas,Forrest City,13887,129.0,2.0,8.0,20.0,99.0,668.0,85.0,457.0,126.0,4.0,801.0,0.93%,4.81%,5.77%,2,Fairly High
161,Arkansas,Fort Smith,88041,863.0,4.0,97.0,90.0,672.0,5127.0,812.0,3929.0,386.0,11.0,6001.0,0.98%,5.82%,6.82%,2,Fairly High
162,Arkansas,Gassville,2156,9.0,2.0,2.0,1.0,4.0,51.0,6.0,42.0,3.0,0.0,60.0,0.42%,2.37%,2.78%,1,Low
163,Arkansas,Gentry,3924,15.0,0.0,1.0,0.0,14.0,21.0,1.0,18.0,2.0,0.0,36.0,0.38%,0.54%,0.92%,5,Fairly Low
164,Arkansas,Glenwood,2095,2.0,0.0,0.0,0.0,2.0,24.0,9.0,12.0,3.0,0.0,26.0,0.10%,1.15%,1.24%,5,Fairly Low
165,Arkansas,Gosnell,3148,14.0,0.0,2.0,1.0,11.0,46.0,19.0,25.0,2.0,0.0,60.0,0.44%,1.46%,1.91%,1,Low
166,Arkansas,Gravette,3443,14.0,0.0,1.0,1.0,12.0,77.0,13.0,59.0,5.0,0.0,91.0,0.41%,2.24%,2.64%,1,Low
167,Arkansas,Greenbrier,5660,10.0,0.0,7.0,0.0,3.0,16.0,0.0,11.0,5.0,0.0,26.0,0.18%,0.28%,0.46%,5,Fairly Low
