,State,City,Population,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,Total_Crime,Violent_Crime_rate,Property_Crime_rate,Crime_rate,Crime_Group,Crime_Rank
3642,Minnesota,Thief River Falls,8825,6.0,0.0,4.0,0.0,2.0,132.0,23.0,104.0,5.0,1.0,139.0,0.07%,1.50%,1.58%,1,Low
3643,Minnesota,Tracy,2094,2.0,0.0,0.0,0.0,2.0,30.0,10.0,19.0,1.0,0.0,32.0,0.10%,1.43%,1.53%,1,Low
3644,Minnesota,Twin Valley,761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.00%,5,Fairly Low
3645,Minnesota,Two Harbors,3523,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.00%,0.14%,0.14%,5,Fairly Low
3646,Minnesota,Virginia,8398,41.0,0.0,7.0,3.0,31.0,315.0,51.0,239.0,25.0,0.0,356.0,0.49%,3.75%,4.24%,3,Medium
3647,Minnesota,Wabasha,2471,5.0,0.0,0.0,0.0,5.0,39.0,8.0,25.0,6.0,0.0,44.0,0.20%,1.58%,1.78%,1,Low
3648,Minnesota,Wadena,4097,10.0,0.0,4.0,0.0,6.0,76.0,4.0,69.0,3.0,0.0,86.0,0.24%,1.86%,2.10%,1,Low
3649,Minnesota,Waite Park,7764,33.0,0.0,0.0,7.0,26.0,644.0,39.0,579.0,26.0,1.0,678.0,0.43%,8.29%,8.73%,2,Fairly High
3650,Minnesota,Walker,930,2.0,0.0,0.0,0.0,2.0,42.0,4.0,35.0,3.0,0.0,44.0,0.22%,4.52%,4.73%,3,Medium
3651,Minnesota,Warroad,1796,4.0,0.0,0.0,0.0,4.0,25.0,1.0,24.0,0.0,0.0,29.0,0.22%,1.39%,1.61%,1,Low
3652,Minnesota,Waseca,8841,15.0,0.0,4.0,0.0,11.0,159.0,15.0,141.0,3.0,0.0,174.0,0.17%,1.80%,1.97%,1,Low
3653,Minnesota,Waterville,1874,2.0,0.0,0.0,0.0,2.0,11.0,1.0,9.0,1.0,0.0,13.0,0.11%,0.59%,0.69%,5,Fairly Low
3654,Minnesota,Wayzata,6560,1.0,0.0,0.0,1.0,0.0,98.0,13.0,77.0,8.0,1.0,100.0,0.02%,1.49%,1.52%,1,Low
3655,Minnesota,Wells,2170,2.0,0.0,0.0,0.0,2.0,6.0,0.0,4.0,2.0,0.0,8.0,0.09%,0.28%,0.37%,5,Fairly Low
3656,Minnesota,West Concord,768,0.0,0.0,0.0,0.0,0.0,10.0,5.0,4.0,1.0,0.0,10.0,0.00%,1.30%,1.30%,5,Fairly Low
3657,Minnesota,West Hennepin,5670,2.0,0.0,0.0,0.0,2.0,28.0,5.0,22.0,1.0,0.0,30.0,0.04%,0.49%,0.53%,5,Fairly Low
3658,Minnesota,West St. Paul,19694,82.0,1.0,8.0,28.0,45.0,1373.0,101.0,1184.0,88.0,4.0,1459.0,0.42%,6.97%,7.41%,2,Fairly High
3659,Minnesota,Wheaton,1295,1.0,0.0,1.0,0.0,0.0,26.0,4.0,20.0,2.0,0.0,27.0,0.08%,2.01%,2.08%,1,Low
3660,Minnesota,White Bear Lake,26176,35.0,0.0,8.0,12.0,15.0,609.0,93.0,461.0,55.0,4.0,648.0,0.13%,2.33%,2.48%,1,Low
3661,Minnesota,Willmar,19684,84.0,0.0,29.0,6.0,49.0,419.0,53.0,335.0,31.0,2.0,505.0,0.43%,2.13%,2.57%,1,Low
3662,Minnesota,Windom,4393,33.0,0.0,6.0,1.0,26.0,61.0,8.0,45.0,8.0,0.0,94.0,0.75%,1.39%,2.14%,1,Low
3663,Minnesota,Winona,26720,30.0,0.0,10.0,6.0,14.0,644.0,51.0,573.0,20.0,1.0,675.0,0.11%,2.41%,2.53%,1,Low
3664,Minnesota,Winsted,2247,1.0,0.0,0.0,0.0,1.0,16.0,1.0,14.0,1.0,0.0,17.0,0.04%,0.71%,0.76%,5,Fairly Low
3665,Minnesota,Woodbury,72527,45.0,2.0,26.0,10.0,7.0,1264.0,145.0,1092.0,27.0,2.0,1311.0,0.06%,1.74%,1.81%,1,Low
3666,Minnesota,Worthington,13329,31.0,0.0,10.0,2.0,19.0,130.0,31.0,80.0,19.0,0.0,161.0,0.23%,0.98%,1.21%,5,Fairly Low
3667,Minnesota,Wyoming,7993,4.0,0.0,0.0,0.0,4.0,68.0,6.0,56.0,6.0,0.0,72.0,0.05%,0.85%,0.90%,5,Fairly Low
3668,Minnesota,Zumbrota,3477,2.0,0.0,1.0,0.0,1.0,42.0,5.0,33.0,4.0,0.0,44.0,0.06%,1.21%,1.27%,5,Fairly Low
3669,Mississippi,Ackerman,1443,2.0,0.0,0.0,1.0,1.0,39.0,15.0,24.0,0.0,0.0,41.0,0.14%,2.70%,2.84%,1,Low
3670,Mississippi,Batesville,7234,24.0,0.0,4.0,1.0,19.0,328.0,48.0,278.0,2.0,1.0,353.0,0.33%,4.53%,4.88%,3,Medium
3671,Mississippi,Biloxi,46185,188.0,3.0,35.0,65.0,85.0,2663.0,619.0,1877.0,167.0,6.0,2857.0,0.41%,5.77%,6.19%,2,Fairly High
3672,Mississippi,Booneville,8742,0.0,0.0,0.0,8.0,22.0,281.0,79.0,191.0,11.0,0.0,281.0,0.00%,3.21%,3.21%,3,Medium
3673,Mississippi,Brandon,24426,26.0,0.0,3.0,2.0,21.0,269.0,49.0,193.0,27.0,1.0,296.0,0.11%,1.10%,1.21%,5,Fairly Low
3674,Mississippi,Brookhaven,12037,45.0,6.0,3.0,5.0,31.0,387.0,198.0,166.0,23.0,1.0,433.0,0.37%,3.22%,3.60%,3,Medium
3675,Mississippi,Byram,11672,17.0,2.0,1.0,3.0,11.0,271.0,20.0,240.0,11.0,0.0,288.0,0.15%,2.32%,2.47%,1,Low
3676,Mississippi,D'Iberville,14125,10.0,0.0,1.0,3.0,6.0,895.0,38.0,828.0,29.0,0.0,905.0,0.07%,6.34%,6.41%,2,Fairly High
3677,Mississippi,Edwards,991,21.0,0.0,1.0,0.0,20.0,14.0,4.0,10.0,0.0,0.0,35.0,2.12%,1.41%,3.53%,1,Low
3678,Mississippi,Florence,4500,3.0,0.0,0.0,0.0,3.0,12.0,1.0,11.0,0.0,0.0,15.0,0.07%,0.27%,0.33%,5,Fairly Low
3679,Mississippi,Flowood,9401,19.0,0.0,6.0,0.0,13.0,284.0,14.0,257.0,13.0,1.0,304.0,0.20%,3.02%,3.23%,3,Medium
3680,Mississippi,Fulton,4044,0.0,0.0,0.0,1.0,15.0,140.0,15.0,121.0,4.0,0.0,140.0,0.00%,3.46%,3.46%,3,Medium
3681,Mississippi,Gautier,18563,53.0,3.0,6.0,8.0,36.0,488.0,97.0,347.0,44.0,2.0,543.0,0.29%,2.63%,2.93%,1,Low
3682,Mississippi,Gulfport,72383,236.0,12.0,25.0,65.0,134.0,3492.0,419.0,2805.0,268.0,10.0,3738.0,0.33%,4.82%,5.16%,3,Medium
3683,Mississippi,Hattiesburg,45971,106.0,2.0,27.0,23.0,54.0,2065.0,269.0,1622.0,174.0,4.0,2175.0,0.23%,4.49%,4.73%,3,Medium
3684,Mississippi,Horn Lake,27256,31.0,3.0,0.0,18.0,10.0,676.0,81.0,509.0,86.0,4.0,711.0,0.11%,2.48%,2.61%,1,Low
3685,Mississippi,Iuka,2945,0.0,0.0,0.0,1.0,9.0,78.0,24.0,51.0,3.0,0.0,78.0,0.00%,2.65%,2.65%,1,Low
3686,Mississippi,Jackson,163297,0.0,76.0,0.0,478.0,675.0,7411.0,1806.0,4693.0,912.0,82.0,7493.0,0.00%,4.54%,4.59%,3,Medium
3687,Mississippi,Kosciusko,6774,23.0,3.0,4.0,6.0,10.0,106.0,38.0,63.0,5.0,1.0,130.0,0.34%,1.56%,1.92%,1,Low
3688,Mississippi,Laurel,18471,125.0,2.0,14.0,21.0,88.0,800.0,255.0,490.0,55.0,1.0,926.0,0.68%,4.33%,5.01%,3,Medium
3689,Mississippi,Madison,25862,10.0,0.0,0.0,3.0,7.0,269.0,17.0,251.0,1.0,0.0,279.0,0.04%,1.04%,1.08%,5,Fairly Low
3690,Mississippi,Meridian,36878,181.0,14.0,16.0,72.0,79.0,1475.0,441.0,904.0,130.0,11.0,1667.0,0.49%,4.00%,4.52%,3,Medium
3691,Mississippi,Ocean Springs,17864,23.0,0.0,4.0,4.0,15.0,492.0,67.0,390.0,35.0,1.0,516.0,0.13%,2.75%,2.89%,1,Low
3692,Mississippi,Olive Branch,38761,89.0,4.0,26.0,21.0,38.0,893.0,111.0,696.0,86.0,4.0,986.0,0.23%,2.30%,2.54%,1,Low
3693,Mississippi,Pascagoula,21610,56.0,4.0,12.0,19.0,21.0,1241.0,167.0,993.0,81.0,8.0,1305.0,0.26%,5.74%,6.04%,2,Fairly High
3694,Mississippi,Pass Christian,6285,16.0,0.0,6.0,7.0,3.0,202.0,52.0,145.0,5.0,0.0,218.0,0.25%,3.21%,3.47%,3,Medium
3695,Mississippi,Petal,10702,3.0,0.0,1.0,0.0,2.0,61.0,36.0,19.0,6.0,0.0,64.0,0.03%,0.57%,0.60%,5,Fairly Low
3696,Mississippi,Ridgeland,24171,66.0,1.0,3.0,25.0,37.0,485.0,44.0,407.0,34.0,1.0,552.0,0.27%,2.01%,2.28%,1,Low
3697,Mississippi,Southaven,55718,92.0,5.0,4.0,26.0,57.0,1778.0,206.0,1393.0,179.0,2.0,1872.0,0.17%,3.19%,3.36%,3,Medium
3698,Mississippi,Summit,1577,0.0,0.0,0.0,0.0,0.0,68.0,47.0,17.0,4.0,0.0,68.0,0.00%,4.31%,4.31%,3,Medium
3699,Mississippi,Vicksburg,21928,0.0,3.0,0.0,4.0,123.0,1111.0,174.0,862.0,75.0,7.0,1118.0,0.00%,5.07%,5.10%,3,Medium
3700,Mississippi,West Point,10430,39.0,1.0,5.0,8.0,25.0,292.0,68.0,221.0,3.0,3.0,334.0,0.37%,2.80%,3.20%,3,Medium
3701,Mississippi,Wiggins,4618,5.0,0.0,0.0,0.0,5.0,205.0,34.0,162.0,9.0,0.0,210.0,0.11%,4.44%,4.55%,3,Medium
3702,Missouri,Adrian,1599,4.0,0.0,1.0,0.0,3.0,65.0,27.0,35.0,3.0,0.0,69.0,0.25%,4.07%,4.32%,3,Medium
3703,Missouri,Advance,1337,4.0,0.0,1.0,0.0,3.0,21.0,5.0,15.0,1.0,0.0,25.0,0.30%,1.57%,1.87%,1,Low
3704,Missouri,Alma,381,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.00%,0.26%,0.26%,5,Fairly Low
3705,Missouri,Annapolis,338,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.00%,0.59%,0.59%,5,Fairly Low
3706,Missouri,Appleton City,1068,2.0,0.0,0.0,0.0,2.0,13.0,7.0,4.0,2.0,0.0,15.0,0.19%,1.22%,1.40%,5,Fairly Low
3707,Missouri,Archie,1210,1.0,0.0,0.0,0.0,1.0,11.0,4.0,6.0,1.0,0.0,12.0,0.08%,0.91%,0.99%,5,Fairly Low
3708,Missouri,Arnold,21102,32.0,0.0,1.0,3.0,28.0,629.0,30.0,544.0,55.0,0.0,661.0,0.15%,2.98%,3.13%,3,Medium
3709,Missouri,Ash Grove,1447,2.0,0.0,0.0,0.0,2.0,28.0,4.0,23.0,1.0,1.0,31.0,0.14%,1.94%,2.14%,1,Low
3710,Missouri,Ashland,3975,3.0,0.0,0.0,0.0,3.0,59.0,7.0,47.0,5.0,0.0,62.0,0.08%,1.48%,1.56%,1,Low
3711,Missouri,Aurora,7455,36.0,0.0,3.0,0.0,33.0,374.0,64.0,279.0,31.0,6.0,416.0,0.48%,5.02%,5.58%,2,Fairly High
3712,Missouri,Ava,2902,8.0,0.0,0.0,0.0,8.0,47.0,7.0,38.0,2.0,0.0,55.0,0.28%,1.62%,1.90%,1,Low
3713,Missouri,Battlefield,6348,0.0,0.0,0.0,0.0,0.0,72.0,13.0,55.0,4.0,0.0,72.0,0.00%,1.13%,1.13%,5,Fairly Low
3714,Missouri,Bella Villa,726,3.0,0.0,1.0,0.0,2.0,8.0,1.0,5.0,2.0,0.0,11.0,0.41%,1.10%,1.52%,1,Low
3715,Missouri,Bellefontaine Neighbors,10416,124.0,3.0,6.0,19.0,96.0,354.0,106.0,168.0,80.0,0.0,478.0,1.19%,3.40%,4.59%,3,Medium
3716,Missouri,Bel-Nor,1398,1.0,0.0,0.0,0.0,1.0,25.0,4.0,10.0,11.0,0.0,26.0,0.07%,1.79%,1.86%,1,Low
3717,Missouri,Belton,23657,67.0,3.0,18.0,15.0,31.0,730.0,60.0,598.0,72.0,5.0,802.0,0.28%,3.09%,3.39%,3,Medium
3718,Missouri,Berkeley,8868,91.0,1.0,4.0,31.0,55.0,377.0,80.0,196.0,101.0,9.0,477.0,1.03%,4.25%,5.38%,3,Medium
3719,Missouri,Bernie,1884,1.0,0.0,0.0,0.0,1.0,23.0,4.0,18.0,1.0,0.0,24.0,0.05%,1.22%,1.27%,5,Fairly Low
3720,Missouri,Bertrand,745,0.0,0.0,0.0,0.0,0.0,19.0,11.0,8.0,0.0,0.0,19.0,0.00%,2.55%,2.55%,1,Low
3721,Missouri,Bethany,3065,1.0,0.0,0.0,0.0,1.0,51.0,14.0,32.0,5.0,0.0,52.0,0.03%,1.66%,1.70%,1,Low
3722,Missouri,Billings,1114,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.27%,0.00%,0.27%,5,Fairly Low
3723,Missouri,Blackburn,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.00%,5,Fairly Low
3724,Missouri,Blue Springs,55415,99.0,0.0,26.0,9.0,64.0,1216.0,118.0,961.0,137.0,0.0,1315.0,0.18%,2.19%,2.37%,1,Low
3725,Missouri,Bolivar,11129,30.0,0.0,9.0,4.0,17.0,416.0,45.0,349.0,22.0,0.0,446.0,0.27%,3.74%,4.01%,3,Medium
3726,Missouri,Boonville,8410,16.0,0.0,3.0,1.0,12.0,189.0,35.0,144.0,10.0,0.0,205.0,0.19%,2.25%,2.44%,1,Low
3727,Missouri,Branson,11688,73.0,0.0,10.0,16.0,47.0,1173.0,118.0,993.0,62.0,7.0,1253.0,0.62%,10.04%,10.72%,2,Fairly High
3728,Missouri,Branson West,449,3.0,0.0,1.0,0.0,2.0,102.0,1.0,101.0,0.0,0.0,105.0,0.67%,22.72%,23.39%,4,High
3729,Missouri,Bucklin,437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.00%,5,Fairly Low
3730,Missouri,Buffalo,3073,2.0,0.0,0.0,0.0,2.0,93.0,15.0,67.0,11.0,0.0,95.0,0.07%,3.03%,3.09%,3,Medium
3731,Missouri,Butler,4017,15.0,1.0,4.0,0.0,10.0,132.0,31.0,88.0,13.0,1.0,148.0,0.37%,3.29%,3.68%,3,Medium
3732,Missouri,Cabool,2103,5.0,0.0,0.0,0.0,5.0,55.0,9.0,45.0,1.0,0.0,60.0,0.24%,2.62%,2.85%,1,Low
3733,Missouri,Calverton Park,1269,10.0,3.0,0.0,1.0,6.0,29.0,7.0,19.0,3.0,0.0,39.0,0.79%,2.29%,3.07%,1,Low
